103,frequency_of_stopping_time(2415)
104,frequency_of_stopping_time(4977)
105,frequency_of_stopping_time(10146)
106,frequency_of_stopping_time(3162)
107,frequency_of_stopping_time(6551)
108,frequency_of_stopping_time(9342)
109,frequency_of_stopping_time(4196)
110,frequency_of_stopping_time(8665)
111,frequency_of_stopping_time(2695)
112,frequency_of_stopping_time(5549)
113,frequency_of_stopping_time(11099)
114,frequency_of_stopping_time(3535)
115,frequency_of_stopping_time(7321)
116,frequency_of_stopping_time(2242)
117,frequency_of_stopping_time(4693)
118,frequency_of_stopping_time(9715)
119,frequency_of_stopping_time(3014)
120,frequency_of_stopping_time(6292)
121,frequency_of_stopping_time(7542)
122,frequency_of_stopping_time(3977)
123,frequency_of_stopping_time(8214)
124,frequency_of_stopping_time(2572)
125,frequency_of_stopping_time(5300)
126,frequency_of_stopping_time(10392)
127,frequency_of_stopping_time(3448)
128,frequency_of_stopping_time(7133)
129,frequency_of_stopping_time(2309)
130,frequency_of_stopping_time(4670)
131,frequency_of_stopping_time(9556)
132,frequency_of_stopping_time(3125)
133,frequency_of_stopping_time(6324)
134,frequency_of_stopping_time(2101)
135,frequency_of_stopping_time(4211)
136,frequency_of_stopping_time(8516)
137,frequency_of_stopping_time(2833)
138,frequency_of_stopping_time(5653)
139,frequency_of_stopping_time(9704)
140,frequency_of_stopping_time(3774)
141,frequency_of_stopping_time(7589)
142,frequency_of_stopping_time(2602)
143,frequency_of_stopping_time(5108)
144,frequency_of_stopping_time(10163)
145,frequency_of_stopping_time(3464)
146,frequency_of_stopping_time(6822)
147,frequency_of_stopping_time(2328)
148,frequency_of_stopping_time(4625)
149,frequency_of_stopping_time(9205)
150,frequency_of_stopping_time(3096)
151,frequency_of_stopping_time(6122)
152,frequency_of_stopping_time(7046)
153,frequency_of_stopping_time(4064)
154,frequency_of_stopping_time(8119)
155,frequency_of_stopping_time(2666)
156,frequency_of_stopping_time(5400)
157,frequency_of_stopping_time(10620)
158,frequency_of_stopping_time(3567)
159,frequency_of_stopping_time(7220)
160,frequency_of_stopping_time(2304)
161,frequency_of_stopping_time(4734)
162,frequency_of_stopping_time(9529)
163,frequency_of_stopping_time(3006)
164,frequency_of_stopping_time(6178)
165,frequency_of_stopping_time(2524)
166,frequency_of_stopping_time(4045)
167,frequency_of_stopping_time(8228)
168,frequency_of_stopping_time(2582)
169,frequency_of_stopping_time(5342)
170,frequency_of_stopping_time(10626)
171,frequency_of_stopping_time(3370)
172,frequency_of_stopping_time(7000)
173,frequency_of_stopping_time(2081)
174,frequency_of_stopping_time(4454)
175,frequency_of_stopping_time(9237)
176,frequency_of_stopping_time(2736)
177,frequency_of_stopping_time(5831)
178,frequency_of_stopping_time(1683)
179,frequency_of_stopping_time(3634)
180,frequency_of_stopping_time(7675)
181,frequency_of_stopping_time(2251)
182,frequency_of_stopping_time(4816)
183,frequency_of_stopping_time(7321)
184,frequency_of_stopping_time(2973)
185,frequency_of_stopping_time(6320)
186,frequency_of_stopping_time(1791)
187,frequency_of_stopping_time(3909)
188,frequency_of_stopping_time(8246)
189,frequency_of_stopping_time(2376)
190,frequency_of_stopping_time(5112)
191,frequency_of_stopping_time(1398)
192,frequency_of_stopping_time(3091)
193,frequency_of_stopping_time(6766)
194,frequency_of_stopping_time(1856)
195,frequency_of_stopping_time(4103)
196,frequency_of_stopping_time(1611)
197,frequency_of_stopping_time(2466)
198,frequency_of_stopping_time(5498)
199,frequency_of_stopping_time(1475)
200,frequency_of_stopping_time(3331)
201,frequency_of_stopping_time(7191)
202,frequency_of_stopping_time(1914)
203,frequency_of_stopping_time(4366)
204,frequency_of_stopping_time(1065)
205,frequency_of_stopping_time(2528)
206,frequency_of_stopping_time(5728)
207,frequency_of_stopping_time(1441)
208,frequency_of_stopping_time(3355)
209,frequency_of_stopping_time(797)
210,frequency_of_stopping_time(1908)
211,frequency_of_stopping_time(4441)
212,frequency_of_stopping_time(1027)
213,frequency_of_stopping_time(2509)
214,frequency_of_stopping_time(5361)
215,frequency_of_stopping_time(1411)
216,frequency_of_stopping_time(3351)
217,frequency_of_stopping_time(746)
218,frequency_of_stopping_time(1849)
219,frequency_of_stopping_time(4386)
220,frequency_of_stopping_time(1001)
221,frequency_of_stopping_time(2467)
222,frequency_of_stopping_time(534)
223,frequency_of_stopping_time(1354)
224,frequency_of_stopping_time(3299)
225,frequency_of_stopping_time(732)
226,frequency_of_stopping_time(1820)
227,frequency_of_stopping_time(937)
228,frequency_of_stopping_time(966)
229,frequency_of_stopping_time(2413)
230,frequency_of_stopping_time(497)
231,frequency_of_stopping_time(1318)
232,frequency_of_stopping_time(3252)
233,frequency_of_stopping_time(695)
234,frequency_of_stopping_time(1816)
235,frequency_of_stopping_time(363)
236,frequency_of_stopping_time(948)
237,frequency_of_stopping_time(2441)
238,frequency_of_stopping_time(503)
239,frequency_of_stopping_time(1303)
240,frequency_of_stopping_time(245)
241,frequency_of_stopping_time(687)
242,frequency_of_stopping_time(1781)
243,frequency_of_stopping_time(360)
244,frequency_of_stopping_time(956)
245,frequency_of_stopping_time(2345)
246,frequency_of_stopping_time(537)
247,frequency_of_stopping_time(1342)
248,frequency_of_stopping_time(272)
249,frequency_of_stopping_time(726)
250,frequency_of_stopping_time(1862)
251,frequency_of_stopping_time(386)
252,frequency_of_stopping_time(987)
253,frequency_of_stopping_time(192)
254,frequency_of_stopping_time(534)
255,frequency_of_stopping_time(1358)
256,frequency_of_stopping_time(283)
257,frequency_of_stopping_time(744)
258,frequency_of_stopping_time(708)
259,frequency_of_stopping_time(384)
260,frequency_of_stopping_time(1017)
261,frequency_of_stopping_time(191)
262,frequency_of_stopping_time(542)
263,frequency_of_stopping_time(1381)
264,frequency_of_stopping_time(289)
265,frequency_of_stopping_time(776)
266,frequency_of_stopping_time(139)
267,frequency_of_stopping_time(399)
268,frequency_of_stopping_time(1060)
269,frequency_of_stopping_time(204)
270,frequency_of_stopping_time(564)
271,frequency_of_stopping_time(101)
272,frequency_of_stopping_time(306)
273,frequency_of_stopping_time(797)
274,frequency_of_stopping_time(165)
275,frequency_of_stopping_time(416)
276,frequency_of_stopping_time(1035)
277,frequency_of_stopping_time(220)
278,frequency_of_stopping_time(570)
279,frequency_of_stopping_time(105)
280,frequency_of_stopping_time(297)
281,frequency_of_stopping_time(814)
282,frequency_of_stopping_time(144)
283,frequency_of_stopping_time(417)
284,frequency_of_stopping_time(65)
285,frequency_of_stopping_time(204)
286,frequency_of_stopping_time(569)
287,frequency_of_stopping_time(93)
288,frequency_of_stopping_time(282)
289,frequency_of_stopping_time(472)
290,frequency_of_stopping_time(136)
291,frequency_of_stopping_time(399)
292,frequency_of_stopping_time(58)
293,frequency_of_stopping_time(190)
294,frequency_of_stopping_time(550)
295,frequency_of_stopping_time(81)
296,frequency_of_stopping_time(261)
297,frequency_of_stopping_time(40)
298,frequency_of_stopping_time(129)
299,frequency_of_stopping_time(389)
300,frequency_of_stopping_time(67)
301,frequency_of_stopping_time(207)
302,frequency_of_stopping_time(34)
303,frequency_of_stopping_time(103)
304,frequency_of_stopping_time(297)
305,frequency_of_stopping_time(55)
306,frequency_of_stopping_time(160)
307,frequency_of_stopping_time(412)
308,frequency_of_stopping_time(80)
309,frequency_of_stopping_time(233)
310,frequency_of_stopping_time(42)
311,frequency_of_stopping_time(118)
312,frequency_of_stopping_time(335)
313,frequency_of_stopping_time(55)
314,frequency_of_stopping_time(159)
315,frequency_of_stopping_time(24)
316,frequency_of_stopping_time(78)
317,frequency_of_stopping_time(232)
318,frequency_of_stopping_time(32)
319,frequency_of_stopping_time(111)
320,frequency_of_stopping_time(226)
321,frequency_of_stopping_time(51)
322,frequency_of_stopping_time(139)
323,frequency_of_stopping_time(23)
324,frequency_of_stopping_time(66)
325,frequency_of_stopping_time(209)
326,frequency_of_stopping_time(35)
327,frequency_of_stopping_time(99)
328,frequency_of_stopping_time(20)
329,frequency_of_stopping_time(52)
330,frequency_of_stopping_time(152)
331,frequency_of_stopping_time(25)
332,frequency_of_stopping_time(68)
333,frequency_of_stopping_time(32)
334,frequency_of_stopping_time(36)
335,frequency_of_stopping_time(102)
336,frequency_of_stopping_time(14)
337,frequency_of_stopping_time(47)
338,frequency_of_stopping_time(151)
339,frequency_of_stopping_time(18)
340,frequency_of_stopping_time(65)
341,frequency_of_stopping_time(11)
342,frequency_of_stopping_time(37)
343,frequency_of_stopping_time(106)
344,frequency_of_stopping_time(15)
345,frequency_of_stopping_time(48)
346,frequency_of_stopping_time(4)
347,frequency_of_stopping_time(22)
348,frequency_of_stopping_time(73)
349,frequency_of_stopping_time(8)
350,frequency_of_stopping_time(31)
351,frequency_of_stopping_time(100)
352,frequency_of_stopping_time(17)
353,frequency_of_stopping_time(51)
354,frequency_of_stopping_time(7)
355,frequency_of_stopping_time(21)
356,frequency_of_stopping_time(68)
357,frequency_of_stopping_time(8)
358,frequency_of_stopping_time(36)
359,frequency_of_stopping_time(2)
360,frequency_of_stopping_time(15)
361,frequency_of_stopping_time(51)
362,frequency_of_stopping_time(2)
363,frequency_of_stopping_time(16)
364,frequency_of_stopping_time(12)
365,frequency_of_stopping_time(6)
366,frequency_of_stopping_time(23)
367,frequency_of_stopping_time(4)
368,frequency_of_stopping_time(15)
369,frequency_of_stopping_time(48)
370,frequency_of_stopping_time(8)
371,frequency_of_stopping_time(23)
372,frequency_of_stopping_time(2)
373,frequency_of_stopping_time(9)
374,frequency_of_stopping_time(33)
375,frequency_of_stopping_time(2)
376,frequency_of_stopping_time(11)
378,frequency_of_stopping_time(5)
379,frequency_of_stopping_time(25)
380,frequency_of_stopping_time(1)
381,frequency_of_stopping_time(10)
382,frequency_of_stopping_time(37)
383,frequency_of_stopping_time(3)
384,frequency_of_stopping_time(15)
385,frequency_of_stopping_time(1)
386,frequency_of_stopping_time(8)
387,frequency_of_stopping_time(24)
388,frequency_of_stopping_time(3)
389,frequency_of_stopping_time(7)
391,frequency_of_stopping_time(2)
392,frequency_of_stopping_time(11)
394,frequency_of_stopping_time(3)
395,frequency_of_stopping_time(6)
397,frequency_of_stopping_time(3)
399,frequency_of_stopping_time(1)
400,frequency_of_stopping_time(9)
402,frequency_of_stopping_time(3)
404,frequency_of_stopping_time(2)
405,frequency_of_stopping_time(8)
406,frequency_of_stopping_time(2)
407,frequency_of_stopping_time(5)
409,frequency_of_stopping_time(1)
410,frequency_of_stopping_time(6)
412,frequency_of_stopping_time(2)
413,frequency_of_stopping_time(9)
415,frequency_of_stopping_time(3)
417,frequency_of_stopping_time(1)
418,frequency_of_stopping_time(5)
420,frequency_of_stopping_time(2)
422,frequency_of_stopping_time(1)
423,frequency_of_stopping_time(5)
425,frequency_of_stopping_time(2)
426,frequency_of_stopping_time(3)
428,frequency_of_stopping_time(1)
431,frequency_of_stopping_time(3)
433,frequency_of_stopping_time(1)
435,frequency_of_stopping_time(1)
436,frequency_of_stopping_time(4)
438,frequency_of_stopping_time(1)
439,frequency_of_stopping_time(1)
440,frequency_of_stopping_time(1)
441,frequency_of_stopping_time(3)
442,frequency_of_stopping_time(1)
443,frequency_of_stopping_time(2)
444,frequency_of_stopping_time(6)
446,frequency_of_stopping_time(1)
448,frequency_of_stopping_time(1)
449,frequency_of_stopping_time(3)
451,frequency_of_stopping_time(1)
457,frequency_of_stopping_time(1)
467,frequency_of_stopping_time(2)
469,frequency_of_stopping_time(1)
475,frequency_of_stopping_time(2)
503,frequency_of_stopping_time(1)
506,frequency_of_stopping_time(1)
508,frequency_of_stopping_time(1)
524,frequency_of_stopping_time(1)
